Дата,Всего (накоп.),За сутки,Летальных всего,Летальных за сутки
2022-12-16,125816,15,1953,1
2022-12-17,125830,14,1953,0
2022-12-18,125838,8,1953,0
2022-12-19,125840,2,1953,0
2022-12-20,125852,12,1953,0
2022-12-21,125866,14,1953,0
2022-12-22,125880,14,1953,0
2022-12-23,125889,9,1953,0
2022-12-24,125894,5,1953,0
2022-12-25,125897,3,1953,0
2022-12-26,125898,1,1958,5
2022-12-27,125908,10,1958,0
2022-12-28,125914,6,1958,0
2022-12-29,125922,8,1958,0
2022-12-30,125928,6,1958,0
2022-12-31,125931,3,1959,1
2023-01-01,125933,2,1959,0
2023-01-02,125935,2,1959,0
2023-01-03,125938,3,1959,0
2023-01-04,125939,1,1960,1
2023-01-05,125941,2,1960,0
2023-01-06,125942,1,1960,0
2023-01-07,125943,1,1961,1
2023-01-08,125944,1,1961,0
2023-01-09,125944,0,1961,0
2023-01-10,125948,4,1961,0
2023-01-11,125955,7,1961,0
2023-01-12,125964,9,1961,0
2023-01-13,125974,10,1961,0
2023-01-14,125984,10,1961,0
2023-01-15,125991,7,1961,0
2023-01-16,125996,5,1961,0
2023-01-17,126004,8,1961,0
2023-01-18,126013,9,1961,0
2023-01-19,126024,11,1961,0
2023-01-20,126039,15,1961,0
2023-01-21,126053,14,1961,0
2023-01-22,126063,10,1961,0
2023-01-23,126071,8,1961,0
2023-01-24,126082,11,1961,0
2023-01-25,126095,13,1961,0
2023-01-26,126110,15,1961,0
2023-01-27,126127,17,1961,0
2023-01-28,126139,12,1961,0
2023-01-29,126148,9,1961,0
2023-01-30,126154,6,1961,0
2023-01-31,126170,16,1961,0
2023-02-01,126190,20,1962,1
2023-02-02,126215,25,1962,0
2023-02-03,126238,23,1962,0
2023-02-04,126265,27,1962,0
2023-02-05,126287,22,1963,1
2023-02-06,126302,15,1963,0
2023-02-07,126324,22,1963,0
2023-02-08,126349,25,1963,0
2023-02-09,126375,26,1963,0
2023-02-10,126410,35,1963,0
2023-02-11,126446,36,1963,0
2023-02-12,126475,29,1963,0
2023-02-13,126504,29,1963,0
2023-02-14,126541,37,1963,0
2023-02-15,126580,39,1963,0
2023-02-16,126620,40,1963,0
2023-02-17,126665,45,1964,1
2023-02-18,126706,41,1964,0
2023-02-19,126753,47,1964,0
2023-02-20,126800,47,1964,0
2023-02-21,126849,49,1964,0
2023-02-22,126899,50,1965,1
2023-02-23,126938,39,1965,0
2023-02-24,126955,17,1965,0
2023-02-25,126974,19,1965,0
2023-02-26,126992,18,1965,0
2023-02-27,127009,17,1965,0
2023-02-28,127057,48,1965,0
2023-03-01,127115,58,1965,0
2023-03-02,127168,53,1965,0
2023-03-03,127227,59,1965,0
2023-03-04,127285,58,1965,0
2023-03-05,127332,47,1965,0
2023-03-06,127360,28,1965,0
2023-03-07,127392,32,1965,0
2023-03-08,127429,37,1965,0
2023-03-09,127465,36,1965,0
2023-03-10,127510,45,1965,0
2023-03-11,127559,49,1965,0
2023-03-12,127596,37,1965,0
2023-03-13,127620,24,1965,0
2023-03-14,127669,49,1965,0
2023-03-15,127723,54,1965,0
2023-03-16,127786,63,1965,0
2023-03-17,127857,71,1965,0
2023-03-18,127922,65,1965,0
2023-03-19,127971,49,1965,0
2023-03-20,128001,30,1965,0
2023-03-21,128048,47,1965,0
2023-03-22,128108,60,1965,0
2023-03-23,128171,63,1966,1
2023-03-24,128236,65,1966,0
2023-03-25,128298,62,1966,0
2023-03-26,128344,46,1966,0
2023-03-27,128374,30,1966,0
2023-03-28,128419,45,1966,0
2023-03-29,128472,53,1966,0
2023-03-30,128529,57,1966,0
2023-03-31,128587,58,1967,1
2023-04-01,128630,43,1967,0
2023-04-02,128649,19,1967,0
2023-04-03,128660,11,1967,0
2023-04-04,128695,35,1967,0
2023-04-05,128741,46,1968,1
2023-04-06,128788,47,1968,0
2023-04-07,128829,41,1969,1
2023-04-08,128866,37,1969,0
2023-04-09,128897,31,1969,0
2023-04-10,128922,25,1969,0
2023-04-11,128959,37,1969,0
2023-04-12,129002,43,1969,0
2023-04-13,129054,52,1969,0
2023-04-14,129108,54,1969,0
2023-04-15,129152,44,1969,0
2023-04-16,129182,30,1969,0
2023-04-17,129202,20,1969,0
2023-04-18,129234,32,1969,0
2023-04-19,129265,31,1970,1
2023-04-20,129298,33,1970,0
2023-04-21,129335,37,1970,0
2023-04-22,129363,28,1970,0
2023-04-23,129390,27,1971,1
2023-04-24,129411,21,1972,1
2023-04-25,129441,30,1972,0
2023-04-26,129475,34,1973,1
2023-04-27,129512,37,1973,0
2023-04-28,129554,42,1974,1
2023-04-29,129592,38,1974,0
2023-04-30,129618,26,1974,0
2023-05-01,129629,11,1975,1
2023-05-02,129639,10,1976,1
2023-05-03,129662,23,1976,0
2023-05-04,129698,36,1976,0
2023-05-05,129738,40,1977,1
2023-05-06,129762,24,1977,0
2023-05-07,129780,18,1977,0
2023-05-08,129794,14,1977,0
2023-05-09,129807,13,1977,0
2023-05-10,129818,11,1977,0
2023-05-11,129834,16,1977,0
2023-05-12,129849,15,1977,0
2023-05-13,129869,20,1977,0
2023-05-14,129887,18,1977,0
2023-05-15,129904,17,1977,0
2023-05-16,129923,19,1977,0
2023-05-17,129946,23,1977,0
2023-05-18,129970,24,1977,0
2023-05-19,129989,19,1977,0
2023-05-20,130004,15,1977,0
2023-05-21,130018,14,1977,0
2023-05-22,130030,12,1977,0
2023-05-23,130043,13,1977,0
2023-05-24,130053,10,1977,0
2023-05-25,130062,9,1977,0
2023-05-26,130073,11,1977,0
2023-05-27,130080,7,1977,0
2023-05-28,130086,6,1977,0
2023-05-29,130089,3,1977,0
2023-05-30,130100,11,1977,0
2023-05-31,130106,6,1977,0
2023-06-01,130115,9,1977,0
2023-06-02,130124,9,1977,0
2023-06-03,130130,6,1977,0
2023-06-04,130131,1,1977,0
2023-06-05,130131,0,1977,0
2023-06-06,130135,4,1977,0
2023-06-07,130141,6,1978,1
2023-06-08,130148,7,1978,0
2023-06-09,130156,8,1978,0
2023-06-10,130162,6,1978,0
2023-06-11,130168,6,1978,0
2023-06-12,130172,4,1978,0
2023-06-13,130172,0,1978,0
2023-06-14,130176,4,1978,0
2023-06-15,130182,6,1980,2
2023-06-16,130187,5,1980,0
2023-06-17,130188,1,1980,0
2023-06-18,130188,0,1980,0
2023-06-19,130188,0,1980,0
2023-06-20,130188,0,1980,0
2023-06-21,130193,5,1980,0
2023-06-22,130199,6,1980,0
2023-06-23,130204,5,1980,0
2023-06-24,130209,5,1980,0
2023-06-25,130213,4,1980,0
2023-06-26,130216,3,1980,0
2023-06-27,130222,6,1980,0
2023-06-28,130227,5,1980,0
2023-06-29,130229,2,1980,0
2023-06-30,130231,2,1980,0
2023-07-01,130231,0,1980,0
2023-07-02,130233,2,1980,0
2023-07-03,130234,1,1980,0
2023-07-04,130237,3,1980,0
2023-07-05,130238,1,1980,0
2023-07-06,130238,0,1980,0
2023-07-07,130238,0,1980,0
2023-07-08,130238,0,1980,0
2023-07-09,130238,0,1980,0
2023-07-10,130239,1,1980,0
2023-07-11,130242,3,1980,0
2023-07-12,130245,3,1980,0
2023-07-13,130248,3,1982,2
2023-07-14,130250,2,1982,0
2023-07-15,130252,2,1982,0
2023-07-16,130254,2,1982,0
2023-07-17,130254,0,1982,0
2023-07-18,130254,0,1982,0
2023-07-19,130255,1,1983,1
2023-07-20,130255,0,1983,0
2023-07-21,130257,2,1983,0
2023-07-22,130259,2,1983,0
2023-07-23,130264,5,1983,0
2023-07-24,130265,1,1983,0
2023-07-25,130266,1,1983,0
2023-07-26,130268,2,1983,0
2023-07-27,130268,0,1983,0
2023-07-28,130271,3,1983,0
2023-07-29,130273,2,1983,0
2023-07-30,130274,1,1983,0
2023-07-31,130274,0,1983,0
2023-08-01,130275,1,1983,0
2023-08-02,130276,1,1984,1
2023-08-03,130279,3,1984,0
2023-08-04,130279,0,1984,0
2023-08-05,130281,2,1984,0
2023-08-06,130282,1,1984,0
2023-08-07,130282,0,1984,0
2023-08-08,130284,2,1984,0
2023-08-09,130285,1,1984,0
2023-08-10,130286,1,1985,1
2023-08-11,130286,0,1985,0
2023-08-12,130286,0,1985,0
2023-08-13,130287,1,1985,0
2023-08-14,130287,0,1985,0
2023-08-15,130287,0,1985,0
2023-08-16,130287,0,1985,0
2023-08-17,130288,1,1986,1
2023-08-18,130288,0,1986,0
2023-08-19,130290,2,1986,0
2023-08-20,130290,0,1986,0
2023-08-21,130290,0,1986,0
2023-08-22,130292,2,1986,0
2023-08-23,130293,1,1986,0
2023-08-24,130294,1,1986,0
2023-08-25,130294,0,1986,0
2023-08-26,130295,1,1986,0
2023-08-27,130295,0,1986,0
2023-08-28,130295,0,1986,0
2023-08-29,130296,1,1986,0
2023-08-30,130296,0,1986,0
2023-08-31,130298,2,1986,0
2023-09-01,130300,2,1986,0
2023-09-02,130303,3,1986,0
2023-09-03,130303,0,1986,0
2023-09-04,130303,0,1986,0
2023-09-05,130305,2,1986,0
2023-09-06,130305,0,1986,0
2023-09-07,130306,1,1986,0
2023-09-08,130307,1,1986,0
2023-09-09,130308,1,1986,0
2023-09-10,130308,0,1986,0
2023-09-11,130308,0,1986,0
2023-09-12,130311,3,1986,0
2023-09-13,130316,5,1986,0
2023-09-14,130316,0,1986,0
2023-09-15,130319,3,1986,0
2023-09-16,130321,2,1986,0
2023-09-17,130324,3,1986,0
2023-09-18,130324,0,1986,0
2023-09-19,130326,2,1986,0
2023-09-20,130328,2,1986,0
2023-09-21,130329,1,1986,0
2023-09-22,130329,0,1986,0
2023-09-23,130334,5,1986,0
2023-09-24,130335,1,1986,0
2023-09-25,130335,0,1986,0
2023-09-26,130338,3,1986,0
2023-09-27,130347,9,1986,0
2023-09-28,130353,6,1986,0
2023-09-29,130359,6,1986,0
2023-09-30,130362,3,1986,0
2023-10-01,130362,0,1986,0
2023-10-02,130362,0,1986,0
2023-10-03,130371,9,1986,0
2023-10-04,130373,2,1986,0
2023-10-05,130378,5,1986,0
2023-10-06,130381,3,1986,0
2023-10-07,130381,0,1986,0
2023-10-08,130381,0,1986,0
2023-10-09,130381,0,1986,0
2023-10-10,130385,4,1986,0
2023-10-11,130392,7,1986,0
2023-10-12,130394,2,1986,0
2023-10-13,130400,6,1986,0
2023-10-14,130403,3,1986,0
2023-10-15,130403,0,1986,0
2023-10-16,130403,0,1986,0
2023-10-17,130411,8,1986,0
2023-10-18,130419,8,1986,0
2023-10-19,130422,3,1986,0
2023-10-20,130431,9,1986,0
2023-10-21,130438,7,1986,0
2023-10-22,130439,1,1986,0
2023-10-23,130439,0,1986,0
2023-10-24,130452,13,1986,0
2023-10-25,130465,13,1986,0
2023-10-26,130473,8,1986,0
2023-10-27,130487,14,1986,0
2023-10-28,130490,3,1986,0
2023-10-29,130494,4,1986,0
2023-10-30,130495,1,1986,0
2023-10-31,130519,24,1986,0
2023-11-01,130534,15,1986,0
2023-11-02,130553,19,1986,0
2023-11-03,130573,20,1986,0
2023-11-04,130588,15,1986,0
2023-11-05,130605,17,1986,0
2023-11-06,130614,9,1986,0
2023-11-07,130614,0,1986,0
2023-11-08,130644,30,1986,0
2023-11-09,130672,28,1986,0
2023-11-10,130705,33,1986,0
2023-11-11,130743,38,1986,0
2023-11-12,130756,13,1986,0
2023-11-13,130762,6,1986,0
2023-11-14,130802,40,1986,0
2023-11-15,130833,31,1986,0
2023-11-16,130869,36,1986,0
2023-11-17,130916,47,1986,0
2023-11-18,130955,39,1986,0
2023-11-19,130968,13,1986,0
2023-11-20,130973,5,1986,0
2023-11-21,131014,41,1986,0
2023-11-22,131067,53,1986,0
2023-11-23,131116,49,1986,0
2023-11-24,131173,57,1986,0
2023-11-25,131236,63,1986,0
2023-11-26,131269,33,1986,0
2023-11-27,131285,16,1986,0
2023-11-28,131332,47,1986,0
2023-11-29,131399,67,1988,2
2023-11-30,131485,86,1988,0
2023-12-01,131574,89,1988,0
2023-12-02,131670,96,1988,0
2023-12-03,131762,92,1988,0
2023-12-04,131829,67,1988,0
2023-12-05,131919,90,1988,0
2023-12-06,131999,80,1988,0
2023-12-07,132096,97,1989,1
2023-12-08,132192,96,1989,0
2023-12-09,132290,98,1989,0
2023-12-10,132362,72,1989,0
2023-12-11,132392,30,1989,0
2023-12-12,132491,99,1989,0
2023-12-13,132577,86,1989,0
2023-12-14,132662,85,1992,3
2023-12-15,132759,97,1992,0
2023-12-16,132841,82,1992,0
2023-12-17,132886,45,1992,0
2023-12-18,132897,11,1992,0
2023-12-19,133006,109,1992,0
2023-12-20,133104,98,1993,1
2023-12-21,133205,101,1993,0
2023-12-22,133294,89,1993,0
2023-12-23,133381,87,1993,0
2023-12-24,133399,18,1993,0
2023-12-25,133411,12,1993,0
2023-12-26,133483,72,1993,0
2023-12-27,133544,61,1993,0
2023-12-28,133612,68,1996,3
2023-12-29,133648,36,1996,0
2023-12-30,133689,41,1996,0
2023-12-31,133695,6,1996,0
2024-01-01,133696,1,1996,0
2024-01-02,133713,17,1996,0
2024-01-03,133718,5,1996,0
2024-01-04,133739,21,1998,2
2024-01-05,133743,4,1998,0
2024-01-06,133751,8,1998,0
2024-01-07,133757,6,1998,0
2024-01-08,133757,0,1998,0
2024-01-09,133776,19,1998,0
2024-01-10,133796,20,1998,0
2024-01-11,133815,19,1998,0
2024-01-12,133835,20,1998,0
2024-01-13,133849,14,1998,0
2024-01-14,133849,0,1998,0
2024-01-15,133851,2,1998,0
2024-01-16,133870,19,1998,0
2024-01-17,133881,11,1998,0
2024-01-18,133891,10,2002,4
2024-01-19,133899,8,2002,0
2024-01-20,133912,13,2002,0
2024-01-21,133913,1,2002,0
2024-01-22,133914,1,2002,0
2024-01-23,133923,9,2002,0
2024-01-24,133933,10,2002,0
2024-01-25,133946,13,2002,0
2024-01-26,133954,8,2002,0
2024-01-27,133963,9,2004,2
2024-01-28,133965,2,2004,0
2024-01-29,133966,1,2004,0
2024-01-30,133978,12,2004,0
2024-01-31,133986,8,2004,0
2024-02-01,133998,12,2006,2
2024-02-02,134006,8,2006,0
2024-02-03,134014,8,2006,0
2024-02-04,134015,1,2006,0
2024-02-05,134018,3,2006,0
2024-02-06,134027,9,2006,0
2024-02-07,134031,4,2006,0
2024-02-08,134041,10,2008,2
2024-02-09,134057,16,2008,0
2024-02-10,134061,4,2008,0
2024-02-11,134062,1,2008,0
2024-02-12,134066,4,2008,0
2024-02-13,134069,3,2008,0
2024-02-14,134086,17,2008,0
2024-02-15,134096,10,2010,2
2024-02-16,134107,11,2010,0
2024-02-17,134114,7,2010,0
2024-02-18,134115,1,2010,0
2024-02-19,134116,1,2010,0
2024-02-20,134121,5,2010,0
2024-02-21,134128,7,2010,0
2024-02-22,134140,12,2012,2
2024-02-23,134152,12,2012,0
2024-02-24,134154,2,2012,0
2024-02-25,134155,1,2012,0
2024-02-26,134160,5,2012,0
2024-02-27,134164,4,2012,0
2024-02-28,134181,17,2012,0
2024-02-29,134194,13,2012,0
2024-03-01,134204,10,2012,0
2024-03-02,134210,6,2012,0
2024-03-03,134211,1,2012,0
2024-03-04,134211,0,2012,0
2024-03-05,134222,11,2012,0
2024-03-06,134230,8,2012,0
2024-03-07,134234,4,2012,0
2024-03-08,134239,5,2012,0
2024-03-09,134243,4,2012,0
2024-03-10,134245,2,2012,0
2024-03-11,134245,0,2012,0
2024-03-12,134251,6,2012,0
2024-03-13,134257,6,2012,0
2024-03-14,134261,4,2012,0
2024-03-15,134271,10,2012,0
2024-03-16,134273,2,2012,0
2024-03-17,134273,0,2012,0
2024-03-18,134275,2,2012,0
2024-03-19,134281,6,2012,0
2024-03-20,134287,6,2012,0
2024-03-21,134289,2,2012,0
2024-03-22,134297,8,2012,0
2024-03-23,134300,3,2012,0
2024-03-24,134301,1,2012,0
2024-03-25,134301,0,2012,0
2024-03-26,134304,3,2012,0
2024-03-27,134309,5,2012,0
2024-03-28,134312,3,2012,0
2024-03-29,134314,2,2012,0
2024-03-30,134318,4,2012,0
2024-03-31,134318,0,2012,0
2024-04-01,134318,0,2012,0
2024-04-02,134324,6,2012,0
2024-04-03,134329,5,2012,0
2024-04-04,134335,6,2012,0
2024-04-05,134339,4,2012,0
2024-04-06,134339,0,2012,0
2024-04-07,134340,1,2012,0
2024-04-08,134340,0,2012,0
2024-04-09,134343,3,2012,0
2024-04-10,134347,4,2012,0
2024-04-11,134351,4,2012,0
2024-04-12,134355,4,2012,0
2024-04-13,134357,2,2012,0
2024-04-14,134357,0,2012,0
2024-04-15,134357,0,2012,0
2024-04-16,134359,2,2012,0
2024-04-17,134365,6,2012,0
2024-04-18,134368,3,2012,0
2024-04-19,134368,0,2012,0
2024-04-20,134369,1,2012,0
2024-04-21,134372,3,2012,0
2024-04-22,134378,6,2012,0
2024-04-23,134381,3,2012,0
2024-04-24,134385,4,2012,0
2024-04-25,134389,4,2012,0
2024-04-26,134399,10,2012,0
2024-04-27,134408,9,2012,0
2024-04-28,134416,8,2012,0
2024-04-29,134420,4,2012,0
2024-04-30,134424,4,2012,0
2024-05-01,134424,0,2012,0
2024-05-02,134424,0,2012,0
2024-05-03,134425,1,2012,0
2024-05-04,134427,2,2012,0
2024-05-05,134429,2,2012,0
2024-05-06,134429,0,2012,0
2024-05-07,134430,1,2012,0
2024-05-08,134434,4,2012,0
2024-05-09,134438,4,2012,0
2024-05-10,134438,0,2012,0
2024-05-11,134438,0,2012,0
2024-05-12,134438,0,2012,0
2024-05-13,134439,1,2012,0
2024-05-14,134446,7,2012,0
2024-05-15,134454,8,2012,0
2024-05-16,134456,2,2012,0
2024-05-17,134456,0,2012,0
2024-05-18,134458,2,2012,0
2024-05-19,134458,0,2012,0
2024-05-20,134458,0,2012,0
2024-05-21,134459,1,2012,0
2024-05-22,134459,0,2012,0
2024-05-23,134460,1,2012,0
2024-05-24,134463,3,2012,0
2024-05-25,134465,2,2012,0
2024-05-26,134467,2,2012,0
2024-05-27,134467,0,2012,0
2024-05-28,134467,0,2012,0
2024-05-29,134473,6,2012,0
2024-05-30,134478,5,2012,0
2024-05-31,134478,0,2012,0
2024-06-01,134479,1,2012,0
2024-06-02,134479,0,2012,0
2024-06-03,134479,0,2012,0
2024-06-04,134485,6,2012,0
2024-06-05,134488,3,2012,0
2024-06-06,134490,2,2012,0
2024-06-07,134492,2,2012,0
2024-06-08,134495,3,2012,0
2024-06-09,134495,0,2012,0
2024-06-10,134495,0,2012,0
2024-06-11,134498,3,2012,0
2024-06-12,134502,4,2012,0
2024-06-13,134502,0,2012,0
2024-06-14,134502,0,2012,0
2024-06-15,134505,3,2012,0
2024-06-16,134506,1,2012,0
2024-06-17,134506,0,2012,0
2024-06-18,134507,1,2012,0
2024-06-19,134509,2,2012,0
2024-06-20,134513,4,2012,0
2024-06-21,134515,2,2012,0
2024-06-22,134515,0,2012,0
2024-06-23,134515,0,2012,0
2024-06-24,134515,0,2012,0
2024-06-25,134518,3,2012,0
2024-06-26,134519,1,2012,0
2024-06-27,134519,0,2012,0
2024-06-28,134519,0,2012,0
2024-06-29,134519,0,2012,0
2024-06-30,134519,0,2012,0
2024-07-01,134519,0,2012,0
2024-07-02,134521,2,2012,0
2024-07-03,134524,3,2012,0
2024-07-04,134527,3,2012,0
2024-07-05,134527,0,2012,0
2024-07-06,134527,0,2012,0
2024-07-07,134527,0,2012,0
2024-07-08,134527,0,2012,0
2024-07-09,134528,1,2012,0
2024-07-10,134529,1,2012,0
2024-07-11,134529,0,2012,0
2024-07-12,134530,1,2012,0
2024-07-13,134530,0,2012,0
2024-07-14,134530,0,2012,0
2024-07-15,134530,0,2012,0
2024-07-16,134534,4,2012,0
2024-07-17,134536,2,2012,0
2024-07-18,134537,1,2012,0
2024-07-19,134537,0,2012,0
2024-07-20,134538,1,2012,0
2024-07-21,134538,0,2012,0
2024-07-22,134538,0,2012,0
2024-07-23,134545,7,2012,0
2024-07-24,134551,6,2012,0
2024-07-25,134556,5,2012,0
2024-07-26,134556,0,2012,0
2024-07-27,134560,4,2012,0
2024-07-28,134562,2,2012,0
2024-07-29,134562,0,2012,0
2024-07-30,134564,2,2012,0
2024-07-31,134571,7,2012,0
2024-08-01,134576,5,2012,0
2024-08-02,134579,3,2012,0
2024-08-03,134583,4,2012,0
2024-08-04,134583,0,2012,0
2024-08-05,134583,0,2012,0
2024-08-06,134592,9,2012,0
2024-08-07,134596,4,2012,0
2024-08-08,134602,6,2012,0
2024-08-09,134605,3,2012,0
2024-08-10,134608,3,2012,0
2024-08-11,134611,3,2012,0
2024-08-12,134611,0,2012,0
2024-08-13,134620,9,2012,0
2024-08-14,134630,10,2012,0
2024-08-15,134639,9,2012,0
2024-08-16,134650,11,2012,0
2024-08-17,134661,11,2012,0
2024-08-18,134666,5,2012,0
2024-08-19,134666,0,2012,0
2024-08-20,134675,9,2012,0
2024-08-21,134680,5,2012,0
2024-08-22,134685,5,2012,0
2024-08-23,134696,11,2012,0
2024-08-24,134706,10,2012,0
2024-08-25,134710,4,2012,0
2024-08-26,134711,1,2012,0
2024-08-27,134720,9,2012,0
2024-08-28,134731,11,2012,0
2024-08-29,134739,8,2012,0
2024-08-30,134751,12,2012,0
2024-08-31,134761,10,2012,0
2024-09-01,134765,4,2012,0
2024-09-02,134765,0,2012,0
2024-09-03,134775,10,2012,0
2024-09-04,134781,6,2012,0
2024-09-05,134787,6,2012,0
2024-09-06,134797,10,2012,0
2024-09-07,134811,14,2012,0
2024-09-08,134813,2,2012,0
2024-09-09,134814,1,2012,0
2024-09-10,134830,16,2012,0
2024-09-11,134854,24,2012,0
2024-09-12,134875,21,2012,0
2024-09-13,134891,16,2012,0
2024-09-14,134914,23,2012,0
2024-09-15,134915,1,2012,0
2024-09-16,134915,0,2012,0
2024-09-17,134931,16,2012,0
2024-09-18,134949,18,2012,0
2024-09-19,134960,11,2012,0
2024-09-20,134969,9,2012,0
2024-09-21,134987,18,2012,0
2024-09-22,134989,2,2012,0
2024-09-23,134989,0,2012,0
2024-09-24,135002,13,2012,0
2024-09-25,135018,16,2012,0
2024-09-26,135030,12,2012,0
2024-09-27,135040,10,2012,0
2024-09-28,135045,5,2012,0
2024-09-29,135051,6,2012,0
2024-09-30,135051,0,2012,0
2024-10-01,135063,12,2012,0
2024-10-02,135082,19,2012,0
2024-10-03,135089,7,2012,0
2024-10-04,135098,9,2012,0
2024-10-05,135106,8,2012,0
2024-10-06,135108,2,2012,0
2024-10-07,135109,1,2012,0
2024-10-08,135113,4,2012,0
2024-10-09,135127,14,2012,0
2024-10-10,135134,7,2012,0
2024-10-11,135146,12,2012,0
2024-10-12,135163,17,2012,0
2024-10-13,135166,3,2012,0
2024-10-14,135166,0,2012,0
2024-10-15,135180,14,2012,0
2024-10-16,135189,9,2012,0
2024-10-17,135197,8,2012,0
2024-10-18,135209,12,2012,0
2024-10-19,135220,11,2012,0
2024-10-20,135226,6,2012,0
2024-10-21,135227,1,2012,0
2024-10-22,135238,11,2012,0
2024-10-23,135256,18,2012,0
2024-10-24,135273,17,2012,0
2024-10-25,135282,9,2012,0
2024-10-26,135299,17,2012,0
2024-10-27,135302,3,2012,0
2024-10-28,135302,0,2012,0
2024-10-29,135308,6,2012,0
2024-10-30,135314,6,2012,0
2024-10-31,135323,9,2012,0
2024-11-01,135329,6,2012,0
2024-11-02,135333,4,2012,0
2024-11-03,135340,7,2012,0
2024-11-04,135340,0,2012,0
2024-11-05,135340,0,2012,0
2024-11-06,135345,5,2012,0
2024-11-07,135358,13,2012,0
2024-11-08,135362,4,2012,0
2024-11-09,135366,4,2012,0
2024-11-10,135368,2,2012,0
2024-11-11,135368,0,2012,0
2024-11-12,135374,6,2012,0
2024-11-13,135385,11,2012,0
2024-11-14,135385,0,2012,0
2024-11-15,135391,6,2012,0
2024-11-16,135395,4,2012,0
2024-11-17,135396,1,2012,0
2024-11-18,135397,1,2012,0
2024-11-19,135406,9,2012,0
2024-11-20,135408,2,2012,0
2024-11-21,135415,7,2012,0
2024-11-22,135430,15,2012,0
2024-11-23,135436,6,2012,0
2024-11-24,135438,2,2012,0
2024-11-25,135439,1,2012,0
2024-11-26,135447,8,2012,0
2024-11-27,135457,10,2012,0
2024-11-28,135463,6,2012,0
2024-11-29,135465,2,2012,0
2024-11-30,135472,7,2012,0
2024-12-01,135474,2,2012,0
2024-12-02,135475,1,2012,0
2024-12-03,135481,6,2012,0
2024-12-04,135489,8,2012,0
2024-12-05,135498,9,2012,0
2024-12-06,135501,3,2012,0
2024-12-07,135507,6,2012,0
2024-12-08,135508,1,2012,0
2024-12-09,135508,0,2012,0
2024-12-10,135511,3,2012,0
2024-12-11,135516,5,2012,0
2024-12-12,135521,5,2012,0
2024-12-13,135530,9,2012,0
2024-12-14,135535,5,2012,0
2024-12-15,135537,2,2012,0
2024-12-16,135537,0,2012,0
2024-12-17,135542,5,2012,0
2024-12-18,135552,10,2012,0
2024-12-19,135558,6,2012,0
2024-12-20,135571,13,2012,0
2024-12-21,135574,3,2012,0
2024-12-22,135577,3,2012,0
2024-12-23,135578,1,2012,0
2024-12-24,135583,5,2012,0
2024-12-25,135587,4,2012,0
2024-12-26,135596,9,2012,0
2024-12-27,135603,7,2012,0
2024-12-28,135604,1,2012,0
2024-12-29,135614,10,2012,0
2024-12-30,135617,3,2012,0
2024-12-31,135618,1,2012,0
2025-01-01,135619,1,2012,0
2025-01-02,135619,0,2012,0
2025-01-03,135621,2,2012,0
2025-01-04,135624,3,2012,0
2025-01-05,135624,0,2012,0
2025-01-06,135624,0,2012,0
2025-01-07,135628,4,2012,0
2025-01-08,135628,0,2012,0
2025-01-09,135629,1,2012,0
2025-01-10,135631,2,2012,0
2025-01-11,135635,4,2012,0
2025-01-12,135636,1,2012,0
2025-01-13,135636,0,2012,0
2025-01-14,135644,8,2012,0
2025-01-15,135656,12,2012,0
2025-01-16,135659,3,2012,0
2025-01-17,135662,3,2012,0
2025-01-18,135662,0,2012,0
2025-01-19,135662,0,2012,0
2025-01-20,135662,0,2012,0
2025-01-21,135665,3,2012,0
2025-01-22,135669,4,2012,0
2025-01-23,135670,1,2012,0
2025-01-24,135677,7,2012,0
2025-01-25,135678,1,2012,0
2025-01-26,135678,0,2012,0
2025-01-27,135678,0,2012,0
2025-01-28,135681,3,2012,0
2025-01-29,135682,1,2012,0
2025-01-30,135683,1,2012,0
2025-01-31,135684,1,2012,0
2025-02-01,135690,6,2012,0
2025-02-02,135691,1,2012,0
2025-02-03,135692,1,2012,0
2025-02-04,135699,7,2012,0
2025-02-05,135701,2,2012,0
2025-02-06,135702,1,2012,0
2025-02-07,135702,0,2012,0
2025-02-08,135705,3,2012,0
2025-02-09,135705,0,2012,0
2025-02-10,135705,0,2012,0
2025-02-11,135708,3,2012,0
2025-02-12,135712,4,2012,0
2025-02-13,135714,2,2012,0
2025-02-14,135714,0,2012,0
2025-02-15,135719,5,2012,0
2025-02-16,135720,1,2012,0
2025-02-17,135720,0,2012,0
2025-02-18,135721,1,2012,0
2025-02-19,135726,5,2012,0
2025-02-20,135726,0,2012,0
2025-02-21,135730,4,2012,0
2025-02-22,135731,1,2012,0
2025-02-23,135731,0,2012,0
2025-02-24,135731,0,2012,0
2025-02-25,135733,2,2012,0
2025-02-26,135735,2,2012,0
2025-02-27,135736,1,2012,0
2025-02-28,135739,3,2012,0
2025-03-01,135741,2,2012,0
2025-03-02,135743,2,2012,0
2025-03-03,135743,0,2012,0
2025-03-04,135743,0,2012,0
2025-03-05,135747,4,2012,0
2025-03-06,135749,2,2012,0
2025-03-07,135752,3,2012,0
2025-03-08,135753,1,2012,0
2025-03-09,135755,2,2012,0
2025-03-10,135755,0,2012,0
2025-03-11,135758,3,2012,0
2025-03-12,135759,1,2012,0
2025-03-13,135761,2,2012,0
2025-03-14,135761,0,2012,0
2025-03-15,135764,3,2012,0
